Nama,Harga
ASROCK Z790 PG ITX TB4,Rp6.029.000
ASROCK B760M ITX D4 WIFI,Rp2.370.000
MSI MAG B760 TOMAHAWK WIFI,Rp3.869.000
ASROCK B760M STEEL LEGEND WIFI,Rp2.785.000
ASROCK B760M PRO RS D4 WIFI,Rp2.190.000
ASROCK B760 PRO RS D4,Rp2.349.000
GIGABYTE Z790M AORUS ELITE AX,Rp4.539.000
GIGABYTE Z790 UD AX,Rp3.939.000
GIGABYTE B760M DS3H DDR4,Rp1.889.000
GIGABYTE B760M DS3H AX DDR4,Rp2.115.000
ASROCK B760M PRO RS D4,Rp1.929.000
ASROCK B760 PRO RS,Rp2.569.000
ASROCK B760M HDV M2 D4,Rp1.625.000
ASUS PRIME B760M K D4,Rp1.719.000
ASUS PRIME B760M A WIFI D4,Rp2.209.000
ASUS PRIME B760M A D4,Rp1.919.000
MSI PRO Z790 P WIFI,Rp4.699.000
ASUS ROG STRIX Z790 E GAMING WIFI,Rp9.420.000
ASROCK B660M PG RIPTIDE,Rp2.075.000
MSI MPG Z790 EDGE WIFI DDR4,Rp6.911.000
MSI PRO Z790 P DDR4,Rp4.337.000
MSI PRO H610M E DDR4,Rp1.139.000
ASUS ROG STRIX Z790 I GAMING WIFI,Rp7.755.000
MSI MPG Z790I EDGE WIFI,Rp6.825.000
GIGABYTE Z790 AERO G,Rp6.065.000
ASROCK Z790 PRO RS,Rp3.498.000
ASUS PRIME Z790 P WIFI CSM,Rp5.075.000
ASROCK H610M HVS M2 R2,Rp1.131.000
ASROCK H610M HDV M2 R2,Rp1.125.000
ASROCK B660M PRO RS AX,Rp1.959.000
BIOSTAR H510MHP,Rp1.027.000
ASROCK H470M HDV M2,Rp990.000
DIGITAL ALLIANCE H61,Rp324.000
ASROCK B660M ITX AC,Rp1.989.000
BIOSTAR B365MHC,Rp1.043.000
BIOSTAR H310MHD3,Rp885.000
ASROCK B660M PHANTOM GAMING 4,Rp1.760.000
ASROCK B660M STEEL LEGEND,Rp2.270.000
ASUS PRIME H610M K D4,Rp1.159.000
ASROCK B660M HDV,Rp1.550.000
MSI PRO H610M G DDR4,Rp1.468.000
ASROCK B660M PRO RS,Rp1.735.000
VARRO INTEL H81,Rp419.000
ASUS TUF GAMING B660 PLUS WIFI D4,Rp3.048.000
AMPTRON INTEL H110,Rp586.000
MSI H510M A PRO,Rp1.043.000
BIOSTAR H510MX E,Rp1.027.000
ASUS PRIME H510M K,Rp1.026.000
ASUS H110M K LGA1151 H110 DDR4,Rp1.179.000
BIOSTAR H81MHV3 LGA1150 INTEL H81 DDR3,Rp810.000
MSI H310M PRO VDH,Rp943.000
GIGABYTE GA H110M H,Rp1.053.000
GIGABYTE GA H81M DS2,Rp1.084.000
ASROCK H81M VG4,Rp822.000
VENOMRX INTEL H110 WHITE M2 LGA1151 INTEL H110 DDR4,Rp625.000
ASUS ROG STRIX Z790 A GAMING WIFI II LGA1700 Z790 DDR5,Rp7.399.000
MAXSUN TERMINATOR B760M GKD5 LGA1700 B760 DDR5,Rp1.999.000
GIGABYTE B760M AORUS PRO AX DDR4 LGA1700 B760 DDR4,Rp2.851.000
MAXSUN TERMINATOR B760M D5 LGA1700 B760 DDR5,Rp1.848.000
MAXSUN ICRAFT Z790 WHITE LGA1700 Z790 DDR5 TYPE C,Rp3.918.000
ASUS ROG STRIX Z790 F GAMING WIFI II LGA1700 Z790 DDR5,Rp7.955.000
GIGABYTE B760 AORUS ELITE AX LGA1700 B760 DDR5,Rp3.529.000
ARKTEK ALPHA FORCE AK H610MB EG LGA1700 H610 DDR4,Rp904.000
GIGABYTE Z790 AORUS PRO X LGA1700 Z790 DDR5,Rp7.699.000
GIGABYTE Z790 AORUS MASTER X LGA1700 Z790 DDR5,Rp10.699.000
ASUS ROG MAXIMUS Z790 FORMULA LGA1700 Z790 DDR5,Rp14.029.000
ASUS ROG MAXIMUS Z790 DARK HERO LGA1700 Z790 DDR5,Rp12.785.000
MAXSUN CHALLENGER H510M R LGA1200 H510 DDR4 SATA3,Rp935.000
MAXSUN CHALLENGER B760M LGA1700 B760 DDR4 SATA3,Rp1.490.000
ASROCK H410M H M2 SE LGA1200 H370 DDR4 SATA3,Rp849.000
ASUS PRIME H610M K ARGB LGA1700 H610 DDR5 SATA3,Rp1.499.000
GIGABYTE H610M H LGA1700 H610 DDR5 SATA3,Rp1.530.000
ASROCK Z790 TAICHI LITE LGA1700 Z790 DDR5 TYPE C,Rp6.966.000
GIGABYTE H510M H V2 LGA1200 H470 DDR4 SATA3,Rp1.074.000
GIGABYTE H410M K LGA1200 H470 DDR4 SATA3,Rp959.000
MSI PRO B760M G DDR4 LGA1700 B760 DDR4 SATA3,Rp1.877.000
GIGABYTE Z690 UD AX LGA1700 Z690 DDR5 TYPE C,Rp3.884.000
ASUS ROG STRIX Z790 A GAMING WIFI,Rp7.703.000
MSI PRO B660M E DDR4,Rp1.646.000
GIGABYTE H510M H REV,Rp1.195.000
ASROCK B760M HDVP,Rp1.781.000
ASUS ROG STRIX B760 A GAMING WIFI,Rp4.699.000
VENOMRX INTEL H81 M2,Rp406.000
VENOMRX INTEL H61 M2,Rp316.000
MSI MAG B760M MORTAR MAX WIFI,Rp3.389.000
GIGABYTE B660 AORUS MASTER DDR4,Rp3.864.000
BIOSTAR B760M SILVER,Rp2.221.000
BIOSTAR B760MX2 E D4,Rp1.488.000
MSI MAG B760M MORTAR WIFI,Rp3.192.000
ASROCK Z690 PRO RS,Rp3.013.000
GIGABYTE Z790 GAMING X,Rp4.503.000
ASUS ROG STRIX B760 I GAMING WIFI,Rp4.790.000
ASROCK B760M PG SONIC WIFI,Rp3.182.000
ASUS TUF GAMING B760 PLUS WIFI D4,Rp3.281.000
ASUS ROG STRIX B760 F GAMING WIFI,Rp4.900.000
ASUS TUF GAMING B760M PLUS WIFI D4,Rp3.120.000
ASUS ROG STRIX B760 A GAMING WIFI D4,Rp4.590.000
ASUS ROG MAXIMUS Z790 APEX,Rp13.709.000
ASUS PRIME Z790 A WIFI CSM,Rp5.199.000
MSI MAG Z590 TO,Rp3.070.000
MSI H510M PRO E,Rp1.121.000
ASROCK Z790 PG RIPTIDE,Rp4.451.000
MSI MPG Z790 EDGE WIFI,Rp7.200.000
MSI MAG Z790 TOMAHAWK WIFI,Rp6.029.000
NZXT N5 Z690 WIFI MATTE WHITE,Rp3.151.000
GIGABYTE Z690 GAMING X DDR4 V2,Rp4.213.000
ASROCK Z790 PG SONIC,Rp4.163.000
ASUS ROG MAXIMUS Z790 HERO,Rp12.295.000
MSI MPG Z790 CARBON WIFI,Rp7.905.000
MSI PRO Z790 P WIFI DDR4,Rp4.611.000
MSI MAG Z790 TOMAHAWK WIFI DDR4,Rp5.715.000
GIGABYTE B660M DS3H AX DDR4,Rp2.165.000
ASUS ROG STRIX Z790 F GAMING WIFI,Rp7.529.000
GIGABYTE H610M S2H DDR4,Rp1.368.000
GIGABYTE B660M AORUS PRO,Rp3.054.000
GIGABYTE B660M AORUS PRO AX,Rp3.204.000
GIGABYTE B660M GAMING DDR4,Rp1.845.000
GIGABYTE H410M S2H V3,Rp1.165.000
GIGABYTE B660M GAMING AC DDR4,Rp2.138.000
MSI MAG B660 TOMAHAWK WIFI EVA E PROJECT,Rp4.895.000
GIGABYTE Z690M AORUS ELITE AX DDR4,Rp3.967.000
BIOSTAR H610MH,Rp1.279.000
BIOSTAR B660MX E,Rp1.504.000
BIOSTAR H61MHV3,Rp911.000
BIOSTAR H310MHP,Rp885.000
ASROCK Z690 PHANTOM GAMING 4 D5,Rp3.471.000
ASROCK Z690 STEEL LEGEND,Rp3.307.000
ECS B365H5 M22,Rp1.111.000
GIGABYTE GA H110M DS2V,Rp1.054.000
ASROCK H510M HVS R2.0,Rp1.069.000
ECS H310CH5 M2,Rp948.000
ASUS PRIME H610M E D4 CSM,Rp1.399.000
GIGABYTE B660M AORUS PRO AX DDR4,Rp3.316.000
MSI PRO H410M B,Rp964.000
ASROCK H610M HDV,Rp1.342.000
ASUS PRIME H610M A D4,Rp1.835.000
ASROCK H610M HVS,Rp1.326.000
ASROCK B660 STEEL LEGEND,Rp2.716.000
MSI MAG Z690 TO,Rp4.724.000
GIGABYTE H310M H,Rp1.006.000
MSI PRO H610M B DDR4,Rp1.599.000
MSI PRO B660M G DDR4,Rp2.217.000
ASUS PRIME H610M D CSM D4,Rp1.299.000
ASROCK X670E TAICHI AM5 AMD X670 DDR5 TYPE C SATA3,Rp9.029.000
ASROCK A520M AC,Rp1.049.000
ASUS ROG STRIX X670E E GAMING WIFI AM5 AMD X670 DDR5,Rp9.570.000
GIGABYTE A620M H,Rp1.760.000
ASUS PRO WS TRX50 SAGE WIFI,Rp16.111.000
ASROCK X570 STEEL LEGEND WIFI AX,Rp3.250.000
MSI PRO B650M B,Rp2.039.000
MSI B650M GAMING PLUS WIFI,Rp3.369.000
MSI B650 GAMING PLUS WIFI,Rp3.529.000
ASROCK B650 STEEL LEGEND WIFI,Rp4.379.000
ASROCK B650M PG LIGHTNING WIFI,Rp2.369.000
MSI X670E GAMING PLUS WIFI AM5 AMD X670 DDR5,Rp5.049.000
ASROCK B550M WIFI SE AM4 AMD PRO565 DDR4 SATA3,Rp1.680.000
ASROCK B650M PG LIGHTNING AM5 AMD B650 DDR5,Rp2.090.000
ASUS PRIME B550M K AM4 AMD PROMONTORY B550 DDR4,Rp1.425.000
MSI B650M PROJECT ZERO AM5 AMD B650 DDR5 TYPE C,Rp4.142.000
ASUS PRIME B450M K II AM4 AMD PROMONTORY B450 DDR4,Rp990.000
GIGABYTE B650 GAMING X AX AM5 AMD B650 DDR5,Rp3.719.000
ASROCK PHANTOM GAMING B650I LIGHTNING WIFI AM5 AMD DDR5,Rp3.838.000
MAXSUN CHALLENGER A520M K AM4 A520 DDR4 USB SATA3,Rp812.000
ASROCK B650M H M2 PLUS AM5 AMD B650 DDR5 TYPE C,Rp1.980.000
ASROCK B550M HVS SE AM4 AMD PRO565 DDR4 SATA3,Rp1.085.000
ASROCK B550M PRO SE AM4 AMD PRO565 DDR4 SATA3,Rp1.565.000
MSI B550 GAMING GEN3 AM4 AMD PROMONTORY B550 DDR4,Rp1.389.000
GIGABYTE B650M K AM5 AMD B650 DDR5 TYPE C SATA3,Rp1.985.000
ASUS PRIME A620M K AM5 A620 DDR5 SATA3,Rp1.800.000
ASUS PRIME B650M K AM5 AMD B650 DDR5 TYPE C SATA3,Rp2.205.000
ASROCK B650M PRO RS AM5 AMD B650 DDR5 TYPE C,Rp2.459.000
GIGABYTE A620M DS3H AM5 AMD A620 DDR5 SATA3,Rp1.865.000
ASUS PRIME B650M A II AM5 AMD B650 DDR5 TYPE C,Rp2.319.000
GIGABYTE A620M GAMING X AM5 AMD A620 DDR5 TYPE C,Rp2.359.000
GIGABYTE A620M GAMING X AX AM5 AMD A620 DDR5,Rp2.543.000
MSI MPG B650 CARBON WIFI,Rp5.560.000
MSI MPG B650 EDGE WIFI,Rp5.204.000
MSI PRO B650M P,Rp2.209.000
MSI PRO A620M E,Rp1.679.000
ASUS PRIME A620M A,Rp1.985.000
ASUS TUF GAMING A620M PLUS WIFI,Rp2.779.000
ASROCK A620M HDV M2,Rp1.599.000
ASROCK A620M HDV M2 PLUS,Rp1.735.000
ASROCK B550M PHANTOM GAMING 4,Rp1.419.000
ASROCK B650M HDV M2,Rp2.201.000
GIGABYTE B450M K,Rp1.020.000
BIOSTAR A68MHE,Rp791.000
ASUS ROG STRIX B650E I GAMING WIFI,Rp5.520.000
MSI MAG B550 TOMAHAWK MAX WIFI,Rp3.492.000
ASROCK B650 LIVEMIXER,Rp4.120.000
ASUS PRIME B550M A,Rp1.539.000
ASUS PRIME X670 P WIFI CSM,Rp5.330.000
ASUS TUF GAMING B650 PLUS WIFI,Rp4.385.000
MSI MPG X670E CARBON WIFI,Rp8.505.000
MSI MAG B650M MORTAR WIFI,Rp3.790.000
ASROCK B650M PG RIPTIDE,Rp2.955.000
ASROCK B650E STEEL LEGEND WIFI,Rp5.090.000
ASROCK B650E PG RIPTIDE WIFI,Rp4.471.000
ASROCK B650 PRO RS,Rp3.832.000
ASROCK B650 PG LIGHTNING,Rp3.659.000
ASROCK X670E STEEL LEGEND,Rp5.529.000
ASROCK X670E PRO RS,Rp4.986.000
ASUS TUF GAMING X670E PLUS WIFI,Rp6.480.000
ASUS ROG STRIX X670E F GAMING WIFI,Rp7.440.000
ASROCK A520M HVS,Rp909.000
ASUS ROG CROSSHAIR X670E HERO,Rp12.440.000
ASUS PRIME B450M A II,Rp1.120.000
ASROCK B550M PG RIPTIDE,Rp1.899.000
ASROCK B550 PG RIPTIDE,Rp2.259.000
MSI B450M A PRO MAX,Rp980.000
GIGABYTE B550 GAMING X V2,Rp2.201.000
NZXT N7 B550 GAMING WIFI MATTE WHITE,Rp3.039.000
GIGABYTE B550 VISION D P,Rp4.333.000
ASUS ROG STRIX B550 E GAMING,Rp4.446.000
MSI A520M PRO,Rp980.000
GIGABYTE A520I AC,Rp1.793.000
MSI A520M A PRO,Rp959.000
ASUS ROG STRIX B550 A GAMING,Rp3.338.000
ASROCK A520M PRO4,Rp1.410.000
GIGABYTE A520M DS3H,Rp1.216.000
ASROCK B550M ITX AC,Rp2.280.000
ASROCK B550 STEEL LEGEND,Rp2.629.000
ASROCK B550 PHANTOM GAMING ITX AX,Rp2.986.000
MSI B550 A PRO,Rp1.929.000
ASROCK B550M HDV,Rp1.195.000
ASROCK B550M STEEL LEGEND,Rp2.169.000
ASROCK B550 PRO4,Rp2.180.000
ASROCK B450 STEEL LEGEND,Rp1.525.000
ASROCK B450M STEEL LEGEND,Rp1.383.000
ASROCK B450M HDV,Rp909.000
ASROCK B450 PRO 4,Rp1.263.000
GIGABYTE A620I AX,Rp2.889.000
ASROCK PHANTOM GAMING A620I LIGHTNING WIFI AM5 AMD DDR5,Rp2.758.000
GIGABYTE B650M GAMING X AX AM5 AMD B650 DDR5,Rp3.709.000
GIGABYTE B650M AORUS ELITE AX AM5 AMD B650 DDR5,Rp4.199.000
GIGABYTE A520M H AM4 A520 DDR4 USB SATA3,Rp990.000
MAXSUN TERMINATOR B550M AM4 AMD B550 DDR4 SATA3,Rp1.182.000
ASUS PRIME B650M A WIFI II AM5 AMD B650 DDR5,Rp2.610.000
GIGABYTE B550M DS3H REV1.4 AM4 AMD PROMONTORY B550 DDR4,Rp1.435.000
MSI PRO B550M P GEN3 AM4 AMD PROMONTORY B550 DDR4,Rp1.321.000
ASUS ROG STRIX B550 XE GAMING AM4 AMD B550 DDR4,Rp5.045.000
ASUS ROG STRIX X670E I GAMING WIFI AM5 AMD X670 DDR5,Rp7.870.000
ASUS PROART B550 CREATOR AM4 AMD PROMONTORY B550 DDR4,Rp3.590.000
ASUS TUF GAMING B650M E WIFI,Rp3.275.000
MSI MAG X670E TOMAHAWK WIFI,Rp5.945.000
BIOSTAR B450MHP,Rp851.000
MSI MPG B650I EDGE WIFI,Rp4.848.000
ASUS PRIME B650M A WIFI,Rp2.569.000
ASUS PRIME B650M A,Rp2.295.000
ASUS ROG STRIX B650E F GAMING WIFI,Rp5.620.000
ASROCK B650E PG ITX WIFI,Rp5.491.000
ASUS PRIME B550M A WIFI II,Rp1.771.000
GIGABYTE B650 AERO G,Rp5.369.000
GIGABYTE B650 AORUS PRO AX,Rp5.029.000
MSI PRO B650M A WIFI,Rp2.889.000
GIGABYTE B650M DS3H,Rp2.789.000
MSI MAG B550M MORTAR MAX WIFI,Rp3.199.000
GIGABYTE X670 GAMING X AX,Rp5.101.000
GIGABYTE X670 AORUS ELITE AX,Rp6.110.000
GIGABYTE B650M AORUS PRO AX,Rp4.529.000
GIGABYTE B650 AORUS ELITE AX,Rp4.663.000
MSI PRO X670 P WIFI,Rp5.008.000
MSI MAG B650 TOMAHAWK WIFI,Rp4.151.000
ASUS ROG STRIX B650 A GAMING WIFI,Rp5.219.000
ASUS TUF GAMING B650M PLUS WIFI,Rp4.297.000
ASROCK X670E PG LIGHTNING,Rp4.760.000
ASUS ROG STRIX X670E A GAMING WIFI,Rp7.060.000
ASROCK X370M,Rp848.000
ASUS ROG STRIX B550 F GAMING WIFI II,Rp3.560.000
BIOSTAR A520MH,Rp1.011.000
GIGABYTE X570 AORUS ELITE WIFI,Rp3.842.000
ASUS TUF GAMING B450 PLUS II,Rp1.772.000
ASUS PRIME A520M A II,Rp1.022.000
ASUS TUF GAMING X570 PRO WIFI II,Rp3.492.000
ASUS TUF GAMING B550 PLUS WIFI II,Rp3.018.000
ASUS TUF GAMING B550M PLUS WIFI II,Rp2.800.000
ASUS TUF GAMING B550M E,Rp2.249.000
ASUS ROG STRIX X570 E GAMING WIFI II,Rp6.678.000
ASROCK X570S PG RIPTIDE,Rp3.090.000
ASROCK B450M PRO4 F R2.0,Rp1.263.000
GIGABYTE X570S AORUS PRO AX,Rp4.757.000
ASUS PROART X570 CREATOR,Rp5.379.000
MSI MPG X570S CARBON MAX WIFI,Rp6.090.000
MSI MAG X570S TOMAHAWK MAX WIFI,Rp4.946.000
GIGABYTE GA F2A68HM H,Rp849.000
MSI B550M PRO VDH,Rp1.550.000
ASUS TUF GAMING B450M PRO II,Rp1.315.000
GIGABYTE GA A320M S2H,Rp975.000
MSI MAG B550 TO,Rp2.317.000
MSI A320M A PRO,Rp838.000
GIGABYTE B550M AORUS PRO P,Rp2.359.000
GIGABYTE GA A320M S2H 2,Rp892.000
ASUS TUF GAMING B550M E,Rp2.480.000
ASUS PRIME A520M K,Rp969.000
MSI A520M PRO VH,Rp1.074.000
GIGABYTE B450M DS3H,Rp1.268.000
ASUS ROG STRIX B450 F II GAMING,Rp1.845.000
MSI A320M PRO VH,Rp856.000
BIOSTAR TB350 BTC BUNDLED RISER 6PCS,Rp1.936.000
ASUS TUF GAMING B450M PLUS II,Rp1.782.000
ASUS TUF GAMING B550M ZAKU II EDITION,Rp3.492.000
GALAX B550M EX,Rp1.182.000
ASUS ROG STRIX X570 I GAMING,Rp5.838.000
